ID,Text,Source
185,"Хөвсгөл нуурын экосистемийг хамгаалах хөтөлбөр хэрэгжиж, биологийн олон янз байдлыг хамгаалахад чухал ач холбогдолтой боллоо.",eagle.mn
186,Монголын сонгодог урлагийн уран бүтээлчид Европт 2003 хотод тоглолт хийж амжилттай өндөрлөлөө.,eagle.mn
187,Монголын блокчэйн стартап компани 1.5 сая долларын хөрөнгө оруулалт татаж чадлаа.,eagle.mn
188,"Булган аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 15 хувиар өсөх төлөвтэй байна.",montsame.mn
189,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 25 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",gogo.mn
190,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 1.5 тэрбум долларын орлого авчирна.",gogo.mn
191,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 23 хувиар өссөн байна.,unuudur.mn
192,"Хүүхдийн ядуурлын түвшин 23 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",montsame.mn
193,Монголын E-спортын баг Дэлхийн аварга шалгаруулах тэмцээнд шилдэг 3992-д шалгарсан байна.,gogo.mn
194,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 16 хувь нэмэгдэж, эцэг эхчүүдийн санааг зовоож бн.",unuudur.mn
195,Монголын E-спортын баг Дэлхийн аварга шалгаруулах тэмцээнд шилдэг 4413-д шалгарсан байна.,unuudur.mn
196,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",ikon.mn
197,"Төв банк инфляцийг 19 хувьд тогтвортой барьж, мөнгөний бодлогоо сайжруулсан нь эерэг үр дүн авчирч бн.",ikon.mn
198,"Хүүхдийн ядуурлын түвшин 39 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",eagle.mn
199,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 5 хувиар нэмэгдэж, эцэг эхчүүдийн санааг зовоож байна.",zorig.mn
200,"Хөвсгөл нуурын экосистемийг хамгаалах хөтөлбөр хэрэгжиж, биологийн олон янз байдлыг хамгаалахад чухал ач холбогдолтой боллоо.",gogo.mn
201,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 31 хувь нэмэгдсэн бн.",montsame.mn
202,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",eagle.mn
203,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 1.5 тэрбум долларын орлого авчирна.",news.mn
204,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",eagle.mn
205,"БНСУ-д ажиллаж байгаа Монгол иргэдийн цалин өсч, гэр бүлдээ илгээх мөнгөн гуйвуулга 1.5 тэрбум төгрөгт хүрлээ.",news.mn
206,"Баян-Өлгий аймагт ноцтой үер бууж, 4026 гаруй гэр барилга усанд автсан. Онцгой байдлын алба ажиллаж байна.",zorig.mn
207,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 100 тэрбум долларын орлого авчирна.",ikon.mn
208,"Цахим мөнгөний ашиглалт 1581 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",news.mn
209,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",gogo.mn
210,"Уул уурхайн салбарт осол гарч, 1207 ажилтан гэмтсэн байна. Хөдөлмөрийн аюулгүй байдлын стандартыг чангатгах шаардлагатай.",news.mn
211,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 1281 алтан медаль хүртлээ.",news.mn
212,Чингис хаан олон улсын нисэх онгоцны буудал жилд 4931 сая зорчигч хүлээн авч байна.,montsame.mn
213,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 20 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",unuudur.mn
214,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 3.2 га-гаар нэмэгдлээ.",unuudur.mn
215,"Хөвсгөл нуурын экосистемийг хамгаалах хөтөлбөр хэрэгжиж, биологийн олон янз байдлыг хамгаалахад чухал ач холбогдолтой боллоо.",montsame.mn
216,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 3569 дахин нэмэгдүүлсэн бн.",montsame.mn
217,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж байна. Ноолуурын үнэ 6 хувиар буурсан нь малчдыг хүнд байдалд оруулж байна.,eagle.mn
218,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 22 хувиар нэмэгдэж, эцэг эхчүүдийн санааг зовоож байна.",gogo.mn
219,"Эрдэнэт хотод технологийн хотхон нээгдэж, 3425 гаруй залуучуудад ажлын байр бий болголоо.",montsame.mn
220,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 856 цаг давж бн.",eagle.mn
221,"Ховд аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 12 хувиар өсөх төлөвтэй байна.",news.mn
222,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 10 га-гаар нэмэгдлээ.",ikon.mn
223,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",ikon.mn
224,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",unuudur.mn
225,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 100 га-гаар нэмэгдлээ.",unuudur.mn
226,"Булган аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 1691 гаруй малчин хамрагдлаа.",gogo.mn
227,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 5 хувиар нэмэгдсэн байна.",gogo.mn
228,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 3 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",gogo.mn
229,Монголын блокчэйн стартап компани 10 сая долларын хөрөнгө оруулалт татаж чадлаа.,eagle.mn
230,"Төв банк инфляцийг 31 хувьд тогтвортой барьж, мөнгөний бодлогоо сайжруулсан нь эерэг үр дүн авчирч байна.",news.mn
231,"Хөвсгөл нуурын экосистемийг хамгаалах хөтөлбөр хэрэгжиж, биологийн олон янз байдлыг хамгаалахад чухал ач холбогдолтой боллоо.",zorig.mn
232,"Завхан аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 2371 гаруй малчин хамрагдлаа.",ikon.mn
233,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 5 тэрбум долларын орлого авчирна.",montsame.mn
234,"Архангай аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 3834 гаруй малчин хамрагдлаа.",gogo.mn
235,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 43 хувиар өссөн байна.,ikon.mn
236,"БНСУ-д ажиллаж байгаа Монгол иргэдийн цалин өсч, гэр бүлдээ илгээх мөнгөн гуйвуулга 10 тэрбум төгрөгт хүрлээ.",eagle.mn
237,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",unuudur.mn
238,Монголын блокчэйн стартап компани 50 сая долларын хөрөнгө оруулалт татаж чадлаа.,zorig.mn
239,Чингис хаан олон улсын нисэх онгоцны буудал жилд 1556 сая зорчигч хүлээн авч байна.,zorig.mn
240,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 3979 цаг давж бн.",zorig.mn
241,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 1128 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,zorig.mn
242,"Бэлчээрийн доройтол дээд цэгтээ хүрч, малын тэжээл хомсдож бн. Цаг уурын өөрчлөлт малчдын амьдралд гол нөлөө үзүүлж бн.",news.mn
243,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 1418 цаг давж байна.",zorig.mn
244,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 794 цаг давж байна.",eagle.mn
245,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 10 тэрбум долларын орлого авчирна.",gogo.mn
246,"Ховд аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 11 хувиар өсөх төлөвтэй байна.",ikon.mn
247,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 50 тэрбум долларын орлого авчирна.",news.mn
248,"Монгол Улсын эдийн засаг энэ онд 5 хувиар өсч, Сангийн яам энэ ахиц дэвшлийг өндрөөр үнэлж байна.",eagle.mn
249,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",news.mn
250,Эрүүл мэндийн даатгалын хамрагдалт 29 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,gogo.mn
251,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 42 хувь нэмэгдэж, эцэг эхчүүдийн санааг зовоож бн.",eagle.mn
252,"Дорноговь аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",gogo.mn
253,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан бн. 1516 цахилгаан автобус замд гарлаа.",ikon.mn
254,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 45 хувь нэмэгдүүлэх боломжтой боллоо.,zorig.mn
255,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 4293 дахин нэмэгдүүлсэн байна.",news.mn
256,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 23 хувиар өссөн байна.,montsame.mn
257,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 10 тэрбум долларын орлого авчирна.",eagle.mn
258,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 8 хувь нэмэгдэж, эцэг эхчүүдийн санааг зовоож бн.",unuudur.mn
259,Монголын блокчэйн стартап компани 50 сая долларын хөрөнгө оруулалт татаж чадлаа.,eagle.mn
260,"Завхан аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж бн. Байгаль орчны хяналт сулдсан.",unuudur.mn
261,"Уул уурхайн салбарт осол гарч, 219 ажилтан гэмтсэн байна. Хөдөлмөрийн аюулгүй байдлын стандартыг чангатгах шаардлагатай.",unuudur.mn
262,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 2099 дахин нэмэгдүүлсэн байна.",zorig.mn
263,"Цахим мөнгөний ашиглалт 2780 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",montsame.mn
264,"Төв аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 2575 гаруй малчин хамрагдлаа.",ikon.mn
265,Чингис хаан олон улсын нисэх онгоцны буудал жилд 387 сая зорчигч хүлээн авч байна.,ikon.mn
266,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 2017 мянган хүүхэд гэртээ цоожлогдож үлдэж бн.,news.mn
267,"Баян-Өлгий аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 2410 гаруй малчин хамрагдлаа.",unuudur.mn
268,"Тавантолгойн нүүрсний экспортын хэмжээ 5 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",unuudur.mn
269,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 19 хувиар нэмэгдүүлэх боломжтой боллоо.,ikon.mn
270,"Дархан-Уул аймагт ноцтой үер бууж, 61 гаруй гэр барилга усанд автсан. Онцгой байдлын алба ажиллаж бн.",montsame.mn
271,"Монголын кино үйлдвэрлэл сүүлийн жилүүдэд хөгжиж, олон улсын наадамд шагнал хүртсэн 1821 бүтээл гарлаа.",montsame.mn
272,"Цахим мөнгөний ашиглалт 4519 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",eagle.mn
273,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 3426 алтан медаль хүртлээ.",eagle.mn
274,Эрүүл мэндийн даатгалын хамрагдалт 15 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,gogo.mn
275,"Хүүхдийн ядуурлын түвшин 14 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",ikon.mn
276,"Хүүхдийн ядуурлын түвшин 23 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",ikon.mn
277,Монголын E-спортын баг Дэлхийн аварга шалгаруулах тэмцээнд шилдэг 4534-д шалгарсан байна.,eagle.mn
278,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 3004 дахин нэмэгдүүлсэн байна.",eagle.mn
279,"Төв банк инфляцийг 31 хувьд тогтвортой барьж, мөнгөний бодлогоо сайжруулсан нь эерэг үр дүн авчирч байна.",ikon.mn
280,"Завхан аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",news.mn
281,"Уул уурхайн салбарт осол гарч, 2560 ажилтан гэмтсэн байна. Хөдөлмөрийн аюулгүй байдлын стандартыг чангатгах шаардлагатай.",eagle.mn
282,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 3382 цахилгаан автобус замд гарлаа.",ikon.mn
283,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 27 хувиар нэмэгдэж, эцэг эхчүүдийн санааг зовоож байна.",eagle.mn
284,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 50 тэрбум долларын орлого авчирна.",news.mn
285,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 50 тэрбум долларын орлого авчирна.",gogo.mn
286,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 26 хувь өссөн бн.,ikon.mn
287,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 24 хувиар өссөн байна.,eagle.mn
288,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",eagle.mn
289,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",unuudur.mn
290,Монголын блокчэйн стартап компани 2.5 сая долларын хөрөнгө оруулалт татаж чадлаа.,ikon.mn
291,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",zorig.mn
292,"Сэлэнгэ аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 39 хувиар өсөх төлөвтэй байна.",ikon.mn
293,"Хүүхдийн ядуурлын түвшин 42 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",unuudur.mn
294,"Монгол Улсын эдийн засаг энэ онд 19 хувиар өсч, Дэлхийн банк энэ ахиц дэвшлийг өндрөөр үнэлж байна.",zorig.mn
295,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 50 га-гаар нэмэгдлээ.",zorig.mn
296,"Баян-Өлгий аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 285 гаруй малчин хамрагдлаа.",eagle.mn
297,Монголын E-спортын баг Дэлхийн аварга шалгаруулах тэмцээнд шилдэг 3406-д шалгарсан байна.,news.mn
298,"Метроны барилгын ажил албан ёсоор эхэлж, 2030 онд ашиглалтад ороход түгжрэлийг 4 хувиар бууруулна.",ikon.mn
299,"БНСУ-д ажиллаж байгаа Монгол иргэдийн цалин өсч, гэр бүлдээ илгээх мөнгөн гуйвуулга 2.5 тэрбум төгрөгт хүрлээ.",ikon.mn
300,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 14 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",ikon.mn
301,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 50 га-гаар нэмэгдлээ.",ikon.mn
302,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 2124 цахилгаан автобус замд гарлаа.",gogo.mn
303,"Уул уурхайн салбарт осол гарч, 4923 ажилтан гэмтсэн бн. Хөдөлмөрийн аюулгүй байдлын стандартыг чангатгах шаардлагатай.",news.mn
304,"Хот даяар ногоон байгууламжийн талбай нэмэгдэж, агаарын чанарыг сайжруулахад хувь нэмэр оруулж бн. Мод тарих аян үргэлжилж бн.",eagle.mn
305,"Монголын кино үйлдвэрлэл сүүлийн жилүүдэд хөгжиж, олон улсын наадамд шагнал хүртсэн 3713 бүтээл гарлаа.",eagle.mn
306,ОУВС-оос 10 сая долларын хөнгөлөлттэй зээл олгохоор шийдвэрлэсэн нь дэд бүтцийн хөгжилд боломж нээж байна.,ikon.mn
307,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 4400 алтан медаль хүртлээ.",montsame.mn
308,"Завхан аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 1600 гаруй малчин хамрагдлаа.",news.mn
309,Эрүүл мэндийн даатгалын хамрагдалт 6 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,eagle.mn
310,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 1523 цаг давж байна.",unuudur.mn
311,"Увс аймагт зургадугаар сард хүчтэй шороон шуурга шуурч, 2941 айлын амьдрал доройтсон.",ikon.mn
312,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 4569 алтан медаль хүртлээ.",unuudur.mn
313,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 20 тэрбум долларын орлого авчирна.",unuudur.mn
314,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 18 хувиар нэмэгдэж, эцэг эхчүүдийн санааг зовоож байна.",montsame.mn
315,"Хот даяар ногоон байгууламжийн талбай нэмэгдэж, агаарын чанарыг сайжруулахад хувь нэмэр оруулж байна. Мод тарих аян үргэлжилж байна.",eagle.mn
316,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 17 хувиар өссөн байна.,montsame.mn
317,"Тавантолгойн нүүрсний экспортын хэмжээ 2.5 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",eagle.mn
318,"Монгол Улсын эдийн засаг энэ онд 28 хувиар өсч, Сангийн яам энэ ахиц дэвшлийг өндрөөр үнэлж байна.",zorig.mn
319,"Дорноговь аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 37 хувь өсөх төлөвтэй бн.",zorig.mn
320,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 11 хувь нэмэгдүүлэх боломжтой боллоо.,zorig.mn
321,"Хүүхдийн ядуурлын түвшин 28 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",ikon.mn
322,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 994 цахилгаан автобус замд гарлаа.",montsame.mn
323,Чингис хаан олон улсын нисэх онгоцны буудал жилд 4019 сая зорчигч хүлээн авч байна.,ikon.mn
324,Монголын блокчэйн стартап компани 1.5 сая долларын хөрөнгө оруулалт татаж чадлаа.,eagle.mn
325,"Монгол Улсын эдийн засаг энэ онд 21 хувь өсч, Засгийн газар энэ ахиц дэвшлийг өндрөөр үнэлж бн.",gogo.mn
326,"Эрдэнэт хотод технологийн хотхон нээгдэж, 1108 гаруй залуучуудад ажлын байр бий болголоо.",ikon.mn
327,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 26 хувиар нэмэгдэж, эцэг эхчүүдийн санааг зовоож байна.",news.mn
328,Эрүүл мэндийн даатгалын хамрагдалт 5 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,montsame.mn
329,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",gogo.mn
330,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 50 тэрбум долларын орлого авчирна.",zorig.mn
331,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 10 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",gogo.mn
332,"Монголын кино үйлдвэрлэл сүүлийн жилүүдэд хөгжиж, олон улсын наадамд шагнал хүртсэн 4587 бүтээл гарлаа.",unuudur.mn
333,Чингис хаан олон улсын нисэх онгоцны буудал жилд 4487 сая зорчигч хүлээн авч бн.,zorig.mn
334,"Төв банк инфляцийг 30 хувьд тогтвортой барьж, мөнгөний бодлогоо сайжруулсан нь эерэг үр дүн авчирч бн.",montsame.mn
335,Эрүүл мэндийн даатгалын хамрагдалт 5 хувьд хүрэв ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар бн.,montsame.mn
336,"Төв аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 9 хувь өсөх төлөвтэй бн.",gogo.mn
337,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",ikon.mn
338,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",gogo.mn
339,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 22 хувь нэмэгдүүлэх боломжтой боллоо.,unuudur.mn
340,Эрүүл мэндийн даатгалын хамрагдалт 37 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,news.mn
341,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 15 хувиар нэмэгдэж, эцэг эхчүүдийн санааг зовоож байна.",news.mn
342,"Эрдэнэт хотод технологийн хотхон нээгдэж, 2501 гаруй залуучуудад ажлын байр бий болголоо.",eagle.mn
343,"Хөвсгөл нуурын экосистемийг хамгаалах хөтөлбөр хэрэгжиж, биологийн олон янз байдлыг хамгаалахад чухал ач холбогдолтой боллоо.",gogo.mn
344,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 25 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",montsame.mn
345,"Тавантолгойн нүүрсний экспортын хэмжээ 5 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",unuudur.mn
346,Монголын блокчэйн стартап компани 100 сая долларын хөрөнгө оруулалт татаж чадлаа.,eagle.mn
347,"Сургуулийн хүчирхийлэл буюу дарамтын тохиолдол 38 хувь нэмэгдэж, эцэг эхчүүдийн санааг зовоож бн.",ikon.mn
348,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 4089 цахилгаан автобус замд гарлаа.",montsame.mn
349,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж байна. Ноолуурын үнэ 34 хувиар буурсан нь малчдыг хүнд байдалд оруулж байна.,gogo.mn
350,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",eagle.mn
351,Монголын блокчэйн стартап компани 1.5 сая долларын хөрөнгө оруулалт татаж чадлаа.,news.mn
352,"Монголын кино үйлдвэрлэл сүүлийн жилүүдэд хөгжиж, олон улсын наадамд шагнал хүртсэн 757 бүтээл гарлаа.",montsame.mn
353,"Хүүхдийн ядуурлын түвшин 9 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",montsame.mn
354,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",unuudur.mn
355,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 100 тэрбум долларын орлого авчирна.",montsame.mn
356,"Монгол Улсын эдийн засаг энэ онд 5 хувиар өсч, Азийн хөгжлийн банк энэ ахиц дэвшлийг өндрөөр үнэлж байна.",gogo.mn
357,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 4749 дахин нэмэгдүүлсэн байна.",ikon.mn
358,"Архангай аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 23 хувиар өсөх төлөвтэй байна.",unuudur.mn
359,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 1166 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,gogo.mn
360,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 2754 цахилгаан автобус замд гарлаа.",zorig.mn
361,"Төв аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",unuudur.mn
362,Чингис хаан олон улсын нисэх онгоцны буудал жилд 1736 сая зорчигч хүлээн авч бн.,ikon.mn
363,"Эрдэнэт хотод технологийн хотхон нээгдэж, 2135 гаруй залуучуудад ажлын байр бий болголоо.",news.mn
364,"Бэлчээрийн доройтол дээд цэгтээ хүрч, малын тэжээл хомсдож бн. Цаг уурын өөрчлөлт малчдын амьдралд гол нөлөө үзүүлж бн.",news.mn
365,"Хүүхдийн ядуурлын түвшин 27 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",gogo.mn
366,"Тавантолгойн нүүрсний экспортын хэмжээ 5 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",eagle.mn
367,"Эрдэнэт хотод технологийн хотхон нээгдэж, 3939 гаруй залуучуудад ажлын байр бий болголоо.",news.mn
368,Монголын анхны хиймэл дагуул хөөргөгдсөн нь сансрын технологийн салбарт түүхэн алхам боллоо.,news.mn
369,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",ikon.mn
